,ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved,CreditScore_Group,Suspicious
9324,9325,Male,White,38,25-60,154259,548,415538,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
7817,7818,Male,White,27,25-60,114377,548,210877,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
6203,6204,Female,White,39,25-60,85011,548,245421,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
6845,6846,Male,White,77,Over 60,101994,548,297544,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
429,430,Female,White,65,Over 60,40637,548,256312,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
1256,1257,Female,White,49,25-60,90732,548,181687,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
5453,5454,Male,White,53,25-60,71431,548,109474,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,1,Poor,True
2529,2530,Male,White,25,25-60,151026,547,363553,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
2042,2043,Male,White,61,Over 60,77223,547,83283,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
1829,1830,Male,White,55,25-60,114739,547,306957,Full-time,Graduate,Citizen,Fluent,No,No,Rural,1,Poor,True
5572,5573,Female,White,19,Under 25,114655,547,52319,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
9047,9048,Female,Black,39,25-60,97154,547,314104,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
3765,3766,Male,White,26,25-60,162651,547,153747,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
7324,7325,Female,White,66,Over 60,172479,547,283351,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
865,866,Female,Hispanic,47,25-60,159265,547,246793,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
6426,6427,Female,White,81,Over 60,128421,547,396138,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
4206,4207,Female,White,74,Over 60,163993,547,211996,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
3534,3535,Male,Hispanic,28,25-60,110541,547,146250,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
3499,3500,Female,White,67,Over 60,168692,547,172450,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Poor,True
9043,9044,Female,White,51,25-60,164737,546,250244,Gig,Bachelor's,Citizen,Limited,No,No,Rural,0,Poor,True
6619,6620,Female,Black,29,25-60,105952,546,128830,Full-time,High School,Citizen,Fluent,No,No,Rural,1,Poor,True
574,575,Male,Asian,59,25-60,35073,546,293485,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
1585,1586,Female,White,43,25-60,165441,546,197274,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional,0,Poor,True
409,410,Male,White,77,Over 60,39896,546,299416,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
4311,4312,Female,Asian,78,Over 60,159799,546,87425,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Poor,True
9598,9599,Male,White,80,Over 60,148256,546,280068,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
4686,4687,Female,White,20,Under 25,104648,546,447179,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Urban Professional,1,Poor,True
4751,4752,Female,Hispanic,75,Over 60,79078,546,65596,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
7406,7407,Female,White,36,25-60,144453,546,128326,Full-time,Graduate,Citizen,Fluent,No,No,Rural,1,Poor,True
6306,6307,Female,White,41,25-60,86032,546,269733,Part-time,Some College,Citizen,Limited,No,No,Rural,1,Poor,True
9302,9303,Female,Hispanic,41,25-60,162754,546,409732,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
1547,1548,Female,White,81,Over 60,107409,546,243374,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,1,Poor,True
9887,9888,Male,Black,48,25-60,174716,546,319105,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
3518,3519,Female,Hispanic,48,25-60,159905,546,181407,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
809,810,Female,Hispanic,47,25-60,53328,545,398455,Full-time,Graduate,Citizen,Fluent,Yes,No,Rural,1,Poor,True
2826,2827,Female,White,57,25-60,88901,545,139626,Part-time,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
6013,6014,Female,White,69,Over 60,98917,545,438470,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
8732,8733,Female,Black,72,Over 60,149086,545,364842,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
9423,9424,Male,White,53,25-60,161406,545,154272,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,0,Poor,True
2986,2987,Male,White,24,Under 25,131195,545,258340,Self-employed,Bachelor's,Visa Holder,Limited,No,No,Rural,1,Poor,True
5278,5279,Male,White,72,Over 60,75256,545,103093,Full-time,High School,Citizen,Limited,Yes,No,Urban Professional,1,Poor,True
42,43,Female,Black,26,25-60,155037,545,195102,Self-employed,High School,Citizen,Fluent,Yes,No,Rural,0,Poor,True
3343,3344,Female,Black,40,25-60,166775,545,84244,Part-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,0,Poor,True
6401,6402,Male,Black,30,25-60,151182,545,337502,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,1,Poor,True
32,33,Male,Hispanic,66,Over 60,122911,545,274705,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
7089,7090,Female,White,41,25-60,136601,544,201713,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
1139,1140,Male,White,49,25-60,133971,544,298652,Part-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,1,Poor,True
4093,4094,Male,Asian,34,25-60,142444,544,198408,Full-time,High School,Citizen,Fluent,No,No,Rural,1,Poor,True
7682,7683,Male,White,75,Over 60,153696,544,285303,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,0,Poor,True
9791,9792,Male,White,43,25-60,151006,544,400190,Full-time,High School,Citizen,Limited,No,No,Urban Professional,1,Poor,True
3398,3399,Male,White,69,Over 60,80802,544,93046,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
857,858,Female,Asian,30,25-60,87028,544,194926,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
8568,8569,Male,White,56,25-60,89602,544,226621,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
5622,5623,Female,White,79,Over 60,155972,544,130328,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
7207,7208,Non-binary,Hispanic,28,25-60,168881,544,58322,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional,0,Poor,True
2876,2877,Male,Native American,72,Over 60,147334,544,423534,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
7216,7217,Female,Multiracial,54,25-60,156866,544,403733,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Poor,True
4564,4565,Male,White,73,Over 60,115805,544,251124,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
8370,8371,Female,White,24,Under 25,48352,544,77688,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
9786,9787,Male,White,54,25-60,171989,543,156745,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
197,198,Female,White,56,25-60,63417,543,297419,Part-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,1,Poor,True
5216,5217,Female,Black,29,25-60,122282,543,436773,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
4858,4859,Male,White,44,25-60,132622,543,315953,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
9604,9605,Female,Black,51,25-60,35178,543,396582,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional,1,Poor,True
1498,1499,Female,White,39,25-60,68966,543,261409,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
5447,5448,Male,White,29,25-60,80077,543,193793,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
8823,8824,Female,Hispanic,28,25-60,136106,543,420948,Part-time,Graduate,Citizen,Fluent,Yes,No,High-income Suburban,1,Poor,True
3767,3768,Female,White,70,Over 60,89321,543,226372,Part-time,Some College,Citizen,Limited,Yes,No,High-income Suburban,1,Poor,True
195,196,Female,White,38,25-60,160356,542,284387,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
3363,3364,Female,White,52,25-60,60650,542,77900,Part-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
5484,5485,Male,Black,41,25-60,87335,542,170460,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
1621,1622,Female,Black,64,Over 60,131525,542,266160,Full-time,High School,Citizen,Fluent,No,Yes,Working Class Urban,1,Poor,True
5670,5671,Male,White,81,Over 60,173353,542,298169,Gig,Some College,Citizen,Fluent,No,No,Rural,1,Poor,True
9398,9399,Male,Black,38,25-60,52384,542,184329,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
8789,8790,Non-binary,Multiracial,20,Under 25,156314,542,99529,Full-time,Graduate,Visa Holder,Fluent,No,No,Working Class Urban,1,Poor,True
2507,2508,Female,Hispanic,30,25-60,59524,542,422403,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,1,Poor,True
3561,3562,Female,Asian,70,Over 60,173134,542,153749,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
3563,3564,Male,White,72,Over 60,136041,542,331566,Full-time,Some College,Citizen,Limited,No,No,Urban Professional,1,Poor,True
4350,4351,Male,White,27,25-60,46424,541,114769,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
9389,9390,Female,White,63,Over 60,157252,541,409328,Full-time,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,0,Poor,True
4407,4408,Male,White,26,25-60,156958,541,389951,Unemployed,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
2913,2914,Male,Black,60,25-60,174081,541,198036,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
9416,9417,Male,Black,37,25-60,85977,541,381267,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
7025,7026,Male,Black,68,Over 60,114454,541,167829,Full-time,Some College,Visa Holder,Fluent,No,No,Urban Professional,1,Poor,True
984,985,Female,Hispanic,48,25-60,98304,541,258670,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
2392,2393,Male,White,34,25-60,174279,541,256381,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional,0,Poor,True
7712,7713,Female,White,59,25-60,157336,541,143747,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
7101,7102,Female,White,78,Over 60,26290,540,124870,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
9970,9971,Male,White,41,25-60,100295,540,251616,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
8489,8490,Female,White,64,Over 60,25250,540,294951,Unemployed,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
7387,7388,Female,White,26,25-60,131213,540,290611,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
7946,7947,Female,White,19,Under 25,76930,540,412191,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
2533,2534,Male,White,46,25-60,130279,540,142284,Full-time,High School,Permanent Resident,Limited,No,No,Urban Professional,1,Poor,True
1074,1075,Male,White,75,Over 60,129695,540,132329,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
416,417,Male,White,79,Over 60,163867,540,339704,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
3812,3813,Male,White,48,25-60,56403,540,155971,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
397,398,Male,Hispanic,27,25-60,154580,540,266638,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
1229,1230,Male,White,53,25-60,43644,540,428730,Self-employed,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
7159,7160,Female,White,35,25-60,163976,540,83184,Unemployed,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined,0,Poor,True
3598,3599,Male,Hispanic,66,Over 60,163368,540,72054,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
4611,4612,Female,White,72,Over 60,161259,539,253740,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,0,Poor,True
1550,1551,Male,White,32,25-60,113078,539,52891,Gig,High School,Visa Holder,Fluent,No,No,Historically Redlined,1,Poor,True
4886,4887,Female,Hispanic,70,Over 60,165924,539,328141,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
8594,8595,Male,White,81,Over 60,82579,539,410216,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
7528,7529,Male,White,24,Under 25,110782,539,244119,Gig,Some College,Citizen,Fluent,No,Yes,Working Class Urban,1,Poor,True
3552,3553,Male,Black,70,Over 60,41526,539,190997,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,1,Poor,True
1549,1550,Male,White,49,25-60,116524,539,368259,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
4953,4954,Male,Asian,21,Under 25,43526,539,75889,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
5025,5026,Male,White,42,25-60,144896,539,103161,Unemployed,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,1,Poor,True
3473,3474,Female,Hispanic,73,Over 60,99556,539,92331,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
4288,4289,Male,White,82,Over 60,169536,539,205894,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
734,735,Male,White,61,Over 60,136710,539,121538,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
5455,5456,Non-binary,White,55,25-60,46938,539,412364,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
3954,3955,Female,White,56,25-60,146235,539,414758,Full-time,Some College,Visa Holder,Fluent,No,No,Urban Professional,1,Poor,True
6880,6881,Female,White,54,25-60,111785,539,307370,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
2683,2684,Male,Hispanic,38,25-60,140766,539,276142,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
205,206,Male,White,64,Over 60,73130,539,199062,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
6945,6946,Male,White,47,25-60,113491,538,114605,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
1706,1707,Female,White,79,Over 60,114818,538,355135,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
4527,4528,Male,White,75,Over 60,152960,538,359253,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,1,Poor,True
4934,4935,Male,White,21,Under 25,158499,538,336545,Unemployed,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
2810,2811,Male,Asian,81,Over 60,99133,538,440964,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
3659,3660,Female,White,46,25-60,80513,538,300094,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
6427,6428,Female,White,21,Under 25,160573,538,185671,Full-time,Some College,Citizen,Fluent,No,No,Rural,1,Poor,True
4571,4572,Female,White,45,25-60,162542,538,316360,Full-time,High School,Citizen,Limited,No,No,Urban Professional,0,Poor,True
630,631,Male,White,49,25-60,157666,538,129734,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
1156,1157,Female,White,44,25-60,162047,538,51280,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Poor,True
6007,6008,Female,Hispanic,38,25-60,95937,537,366397,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
5954,5955,Female,White,63,Over 60,153742,537,129589,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
5409,5410,Non-binary,Hispanic,68,Over 60,120851,537,210385,Unemployed,High School,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
8385,8386,Female,White,19,Under 25,119029,537,377823,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
5877,5878,Female,Hispanic,32,25-60,162343,537,278423,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
1501,1502,Male,White,60,25-60,90079,537,219909,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
2929,2930,Male,White,36,25-60,165538,537,234066,Unemployed,Some College,Permanent Resident,Fluent,No,No,Working Class Urban,0,Poor,True
1702,1703,Male,Hispanic,54,25-60,155593,537,95923,Self-employed,High School,Citizen,Fluent,No,No,Historically Redlined,0,Poor,True
3879,3880,Male,Asian,41,25-60,88269,537,236553,Part-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
7037,7038,Male,White,34,25-60,160622,537,312644,Full-time,High School,Citizen,Limited,Yes,No,Working Class Urban,0,Poor,True
7070,7071,Male,White,76,Over 60,170136,537,216358,Gig,High School,Citizen,Fluent,No,No,Rural,0,Poor,True
3946,3947,Male,White,38,25-60,64960,536,307205,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
4208,4209,Male,White,50,25-60,81010,536,203843,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional,1,Poor,True
656,657,Male,White,60,25-60,169210,536,57917,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
6042,6043,Male,Hispanic,35,25-60,99504,536,117181,Full-time,Graduate,Visa Holder,Fluent,No,No,Urban Professional,1,Poor,True
9480,9481,Male,White,45,25-60,89830,536,378462,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Working Class Urban,1,Poor,True
6455,6456,Male,White,74,Over 60,113796,536,77972,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Historically Redlined,1,Poor,True
8152,8153,Male,White,68,Over 60,139351,536,279918,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,1,Poor,True
3293,3294,Male,White,49,25-60,157581,536,167083,Full-time,High School,Visa Holder,Fluent,No,No,Urban Professional,0,Poor,True
4612,4613,Female,White,32,25-60,81856,536,235162,Gig,High School,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
5962,5963,Female,White,55,25-60,82520,536,71133,Full-time,Some College,Citizen,Fluent,No,Yes,Urban Professional,1,Poor,True
7222,7223,Female,White,43,25-60,154795,535,70467,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
5669,5670,Female,White,68,Over 60,55254,535,59923,Full-time,High School,Citizen,Fluent,No,Yes,High-income Suburban,1,Poor,True
9020,9021,Male,White,76,Over 60,128402,535,250515,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional,1,Poor,True
5688,5689,Female,White,51,25-60,136748,535,120981,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,1,Poor,True
7490,7491,Female,White,68,Over 60,156042,535,213468,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
4042,4043,Non-binary,White,57,25-60,88603,535,81245,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban,1,Poor,True
14,15,Male,White,23,Under 25,160618,535,411671,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,0,Poor,True
9607,9608,Male,Asian,31,25-60,157246,535,63740,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
6118,6119,Female,White,37,25-60,166371,535,117589,Full-time,High School,Permanent Resident,Fluent,No,No,Rural,0,Poor,True
4519,4520,Male,White,33,25-60,51000,535,90543,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
1734,1735,Female,Hispanic,27,25-60,157140,534,416830,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
4801,4802,Female,Black,75,Over 60,171188,534,416517,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
2719,2720,Male,White,38,25-60,170110,534,107978,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban,0,Poor,True
6130,6131,Male,White,58,25-60,88571,534,331747,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
6070,6071,Male,White,59,25-60,139926,534,305600,Part-time,Some College,Permanent Resident,Fluent,No,No,Urban Professional,1,Poor,True
9915,9916,Male,White,41,25-60,164152,534,291810,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
1612,1613,Female,White,33,25-60,128053,534,101413,Part-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,1,Poor,True
2899,2900,Female,White,26,25-60,98226,534,231264,Full-time,Bachelor's,Citizen,Limited,No,No,Historically Redlined,1,Poor,True
7800,7801,Male,White,36,25-60,165323,534,199005,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional,1,Poor,True
5174,5175,Male,White,79,Over 60,154501,534,284538,Unemployed,Graduate,Citizen,Fluent,No,No,Rural,0,Poor,True
8242,8243,Male,White,50,25-60,75701,534,161586,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
3773,3774,Female,White,32,25-60,136685,533,140666,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
4273,4274,Female,Hispanic,37,25-60,138186,533,164115,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
3153,3154,Male,Hispanic,72,Over 60,45842,533,106101,Part-time,High School,Citizen,Limited,No,No,Urban Professional,1,Poor,True
2906,2907,Female,White,68,Over 60,142483,533,256385,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,1,Poor,True
6075,6076,Male,Hispanic,72,Over 60,174330,533,180252,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
2383,2384,Female,White,40,25-60,157230,533,180862,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Poor,True
2958,2959,Female,White,68,Over 60,155762,533,313574,Gig,High School,Permanent Resident,Fluent,No,No,High-income Suburban,0,Poor,True
1484,1485,Female,White,25,25-60,155141,533,324052,Self-employed,High School,Permanent Resident,Fluent,No,No,Working Class Urban,0,Poor,True
7117,7118,Male,White,39,25-60,63106,533,165209,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
759,760,Male,Black,49,25-60,134267,532,50542,Part-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,1,Poor,True
9737,9738,Male,White,43,25-60,163880,532,361395,Full-time,Bachelor's,Visa Holder,Fluent,Yes,No,Historically Redlined,0,Poor,True
1110,1111,Male,Black,71,Over 60,105927,532,108203,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban,1,Poor,True
1805,1806,Male,White,44,25-60,36101,532,115267,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
7840,7841,Male,White,31,25-60,88284,532,144753,Part-time,Graduate,Visa Holder,Fluent,No,No,Working Class Urban,1,Poor,True
6066,6067,Male,Native American,28,25-60,100065,532,173174,Full-time,Graduate,Citizen,Limited,No,Yes,Urban Professional,1,Poor,True
3049,3050,Male,White,46,25-60,129578,532,278034,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
6122,6123,Female,Hispanic,56,25-60,121288,532,219381,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
5621,5622,Female,Black,65,Over 60,40925,532,70480,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban,1,Poor,True
3272,3273,Male,Black,76,Over 60,139638,532,76157,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
2823,2824,Male,White,64,Over 60,142602,532,205710,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
4077,4078,Male,White,72,Over 60,163161,532,378680,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
7091,7092,Male,White,58,25-60,104073,532,168695,Full-time,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,1,Poor,True
2671,2672,Male,Asian,31,25-60,116403,531,138944,Part-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,1,Poor,True
4301,4302,Female,Hispanic,40,25-60,141914,531,123140,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
4209,4210,Non-binary,White,28,25-60,99326,531,327768,Gig,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
9994,9995,Male,White,45,25-60,92948,531,248847,Full-time,High School,Permanent Resident,Limited,No,No,High-income Suburban,1,Poor,True
196,197,Male,White,35,25-60,103874,531,60099,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
1152,1153,Male,Hispanic,28,25-60,167797,531,114119,Full-time,Bachelor's,Permanent Resident,Fluent,No,Yes,Working Class Urban,0,Poor,True
3751,3752,Male,Hispanic,68,Over 60,163955,531,352159,Gig,Some College,Citizen,Limited,No,Yes,Rural,1,Poor,True
7365,7366,Male,White,27,25-60,76681,531,97443,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Poor,True
8978,8979,Male,White,69,Over 60,155233,531,381650,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
8928,8929,Male,White,64,Over 60,110396,531,85131,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Poor,True
9158,9159,Female,White,42,25-60,53526,531,132826,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
8906,8907,Non-binary,Hispanic,80,Over 60,153572,531,378716,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Poor,True
5339,5340,Male,White,61,Over 60,156883,531,405180,Gig,Bachelor's,Citizen,Fluent,No,No,Rural,0,Poor,True
5661,5662,Female,White,66,Over 60,160059,531,401782,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
5759,5760,Male,White,59,25-60,157932,531,380723,Full-time,High School,Citizen,Fluent,No,Yes,High-income Suburban,0,Poor,True
8229,8230,Male,White,54,25-60,126590,531,231268,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
5338,5339,Female,White,65,Over 60,130939,530,110016,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Poor,True
1127,1128,Male,White,69,Over 60,53653,530,392626,Self-employed,High School,Citizen,Fluent,No,No,Historically Redlined,1,Poor,True
3783,3784,Male,Black,33,25-60,30108,530,256097,Full-time,High School,Citizen,Fluent,Yes,No,Rural,1,Poor,True
4076,4077,Female,White,56,25-60,90651,530,104154,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Poor,True
